2025-12-29T11:54:35,204 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Sell will open Sell page
2025-12-29T11:54:59,469 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T11:55:00,326 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Sell will open Sell page | Status: FAILED
2025-12-29T11:55:01,000 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Best Sellers will open Best Sellers page
2025-12-29T11:55:14,243 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T11:55:15,234 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Best Sellers will open Best Sellers page | Status: FAILED
2025-12-29T11:55:15,849 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Mobiles will open Mobiles page
2025-12-29T11:55:22,690 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T11:55:25,916 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Mobiles will open Mobiles page | Status: FAILED
2025-12-29T11:55:26,637 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Customer Service will open Customer Service page
2025-12-29T11:58:02,971 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Sell will open Sell page
2025-12-29T11:58:09,716 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T11:58:13,832 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Sell will open Sell page | Status: FAILED
2025-12-29T11:58:14,795 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Best Sellers will open Best Sellers page
2025-12-29T11:58:21,720 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T11:58:25,352 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Best Sellers will open Best Sellers page | Status: FAILED
2025-12-29T11:58:25,982 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Mobiles will open Mobiles page
2025-12-29T11:58:33,203 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:05:15,595 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Sell will open Sell page
2025-12-29T12:05:23,756 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:05:26,942 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:05:27,096 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:05:32,964 INFO  [main] base.PageBase - Clicked Element by Exact Text Sell
2025-12-29T12:05:33,011 INFO  [main] base.PageBase - Waited till element By.xpath: //a[text()='Start Selling' and @aria-label='Start selling to become seller on amazon'] to be visible
2025-12-29T12:05:33,065 INFO  [main] base.PageBase - Element By.xpath: //a[text()='Start Selling' and @aria-label='Start selling to become seller on amazon'] is Displayed Correctly
2025-12-29T12:05:33,067 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Sell will open Sell page | Status: PASSED
2025-12-29T12:05:33,719 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Best Sellers will open Best Sellers page
2025-12-29T12:05:42,340 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:05:43,172 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:05:43,316 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:05:45,607 INFO  [main] base.PageBase - Clicked Element by Exact Text Bestsellers
2025-12-29T12:05:46,407 INFO  [main] base.PageBase - Waited till element By.xpath: //h1[text()='Amazon Bestsellers'] to be visible
2025-12-29T12:05:47,234 INFO  [main] base.PageBase - Element By.xpath: //h1[text()='Amazon Bestsellers'] is Displayed Correctly
2025-12-29T12:05:47,237 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Best Sellers will open Best Sellers page | Status: PASSED
2025-12-29T12:05:47,832 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Mobiles will open Mobiles page
2025-12-29T12:05:55,514 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:05:57,921 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:05:58,186 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:06:01,722 INFO  [main] base.PageBase - Clicked Element by Exact Text Mobiles
2025-12-29T12:06:01,785 INFO  [main] base.PageBase - Waited till element By.xpath: //span/h2[contains(text(),'Mobiles & Accessories')] to be visible
2025-12-29T12:06:01,837 INFO  [main] base.PageBase - Element By.xpath: //span/h2[contains(text(),'Mobiles & Accessories')] is Displayed Correctly
2025-12-29T12:06:01,840 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Mobiles will open Mobiles page | Status: PASSED
